# word	frequency
hereupon	49888
hers	49887
herself	49886
him	49885
himself	49884
his	49883
how	49882
however	49881
hundred	49880
if	49879
in	49878
indeed	49877
into	49876
is	49875
it	49874
its	49873
itself	49872
just	49871
keep	49870
last	49869
latter	49868
latterly	49867
least	49866
less	49865
made	49864
make	49863
many	49862
me	49861
meanwhile	49860
might	49859
mine	49858
more	49857
moreover	49856
most	49855
mostly	49854
move	49853
much	49852
must	49851
my	49850
myself	49849
n't	49848
name	49847
namely	49846
neither	49845
never	49844
nevertheless	49843
next	49842
nine	49841
no	49840
nobody	49839
none	49838
noone	49837
nor	49836
not	49835
nothing	49834
now	49833
nowhere	49832
n‘t	49831
n’t	49830
of	49829
off	49828
often	49827
on	49826
once	49825
one	49824
only	49823
onto	49822
or	49821
other	49820
others	49819
otherwise	49818
our	49817
ours	49816
ourselves	49815
out	49814
over	49813
own	49812
part	49811
per	49810
perhaps	49809
put	49808
quite	49807
rather	49806
re	49805
really	49804
regarding	49803
same	49802
say	49801
see	49800
seem	49799
seemed	49798
seeming	49797
seems	49796
serious	49795
several	49794
she	49793
should	49792
show	49791
side	49790
since	49789
six	49788
sixty	49787
so	49786
some	49785
somehow	49784
someone	49783
something	49782
sometime	49781
sometimes	49780
somewhere	49779
still	49778
such	49777
take	49776
ten	49775
than	49774
that	49773
the	49772
their	49771
them	49770
themselves	49769
then	49768
thence	49767
there	49766
thereafter	49765
thereby	49764
therefore	49763
therein	49762
thereupon	49761
these	49760
they	49759
this	49758
those	49757
though	49756
three	49755
through	49754
throughout	49753
thru	49752
thus	49751
to	49750
together	49749
too	49748
top	49747
toward	49746
towards	49745
twelve	49744
twenty	49743
two	49742
under	49741
unless	49740
until	49739
upon	49738
us	49737
used	49736
using	49735
various	49734
very	49733
via	49732
was	49731
we	49730
well	49729
were	49728
what	49727
whatever	49726
when	49725
whence	49724
whenever	49723
where	49722
whereafter	49721
whereas	49720
whereby	49719
wherein	49718
whereupon	49717
wherever	49716
whether	49715
which	49714
while	49713
whither	49712
who	49711
whoever	49710
whole	49709
whom	49708
whose	49707
why	49706
will	49705
with	49704
within	49703
without	49702
would	49701
yet	49700
you	49699
your	49698
yours	49697
yourself	49696
yourselves	49695
‘d	49694
‘ll	49693
‘m	49692
‘re	49691
‘s	49690
‘ve	49689
’d	49688
’ll	49687
’m	49686
’re	49685
’s	49684
’ve	49683
