# word	frequency
hacemos	49805
hacen	49804
hacer	49803
hacerlo	49802
haces	49801
hacia	49800
haciendo	49799
hago	49798
han	49797
hasta	49796
hay	49795
haya	49794
he	49793
hecho	49792
hemos	49791
hicieron	49790
hizo	49789
hubo	49788
igual	49787
incluso	49786
indicó	49785
informo	49784
informó	49783
ir	49782
junto	49781
la	49780
lado	49779
largo	49778
las	49777
le	49776
les	49775
llegó	49774
lleva	49773
llevar	49772
lo	49771
los	49770
luego	49769
mal	49768
manera	49767
manifestó	49766
mas	49765
me	49764
mediante	49763
medio	49762
mencionó	49761
menos	49760
menudo	49759
mi	49758
mia	49757
mias	49756
mientras	49755
mio	49754
mios	49753
mis	49752
misma	49751
mismas	49750
mismo	49749
mismos	49748
modo	49747
mucha	49746
muchas	49745
mucho	49744
muchos	49743
muy	49742
más	49741
mí	49740
mía	49739
mías	49738
mío	49737
míos	49736
nada	49735
nadie	49734
ni	49733
ninguna	49732
ningunas	49731
ninguno	49730
ningunos	49729
ningún	49728
no	49727
nos	49726
nosotras	49725
nosotros	49724
nuestra	49723
nuestras	49722
nuestro	49721
nuestros	49720
nueva	49719
nuevas	49718
nueve	49717
nuevos	49716
nunca	49715
ocho	49714
once	49713
os	49712
otra	49711
otras	49710
otro	49709
otros	49708
para	49707
parece	49706
parte	49705
partir	49704
pasada	49703
pasado	49702
paìs	49701
pero	49700
pesar	49699
poca	49698
pocas	49697
poco	49696
pocos	49695
podeis	49694
podemos	49693
poder	49692
podria	49691
podriais	49690
podriamos	49689
podrian	49688
podrias	49687
podrá	49686
podrán	49685
podría	49684
podrían	49683
poner	49682
por	49681
porque	49680
primer	49679
primera	49678
primeros	49677
pronto	49676
propia	49675
propias	49674
propio	49673
propios	49672
proximo	49671
próximo	49670
próximos	49669
pudo	49668
pueda	49667
puede	49666
pueden	49665
puedo	49664
pues	49663
qeu	49662
que	49661
quedó	49660
queremos	49659
quien	49658
quienes	49657
quiere	49656
quiza	49655
quizas	49654
quizá	49653
quizás	49652
quién	49651
quiénes	49650
qué	49649
realizado	49648
realizar	49647
realizó	49646
repente	49645
respecto	49644
sabe	49643
sabeis	49642
sabemos	49641
saben	49640
saber	49639
sabes	49638
salvo	49637
se	49636
sea	49635
sean	49634
segun	49633
segunda	49632
según	49631
seis	49630
ser	49629
sera	49628
será	49627
serán	49626
sería	49625
señaló	49624
si	49623
sido	49622
siempre	49621
siendo	49620
siete	49619
sigue	49618
siguiente	49617
sin	49616
sino	49615
sobre	49614
sois	49613
sola	49612
solamente	49611
solas	49610
solo	49609
solos	49608
somos	49607
son	49606
soy	49605
su	49604
supuesto	49603
sus	49602
suya	49601
suyas	49600
suyo	49599
suyos	49598
sé	49597
sí	49596
sólo	49595
tal	49594
tambien	49593
también	49592
tampoco	49591
tan	49590
tanto	49589
te	49588
temprano	49587
tendrá	49586
tendrán	49585
teneis	49584
tenemos	49583
tener	49582
tenga	49581
tengo	49580
tenido	49579
tenía	49578
tercera	49577
tercero	49576
ti	49575
tiene	49574
tienen	49573
toda	49572
todas	49571
todavia	49570
todavía	49569
todo	49568
todos	49567
total	49566
tras	49565
trata	49564
través	49563
tres	49562
tu	49561
tus	49560
tuvo	49559
tuya	49558
tuyas	49557
tuyo	49556
tuyos	49555
tú	49554
ultimo	49553
un	49552
una	49551
unas	49550
uno	49549
unos	49548
usa	49547
usais	49546
usamos	49545
usan	49544
usar	49543
usas	49542
uso	49541
usted	49540
ustedes	49539
va	49538
vais	49537
vamos	49536
van	49535
varias	49534
varios	49533
vaya	49532
veces	49531
ver	49530
verdad	49529
verdadera	49528
verdadero	49527
vez	49526
vosotras	49525
vosotros	49524
voy	49523
vuestra	49522
vuestras	49521
vuestro	49520
vuestros	49519
ya	49518
yo	49517
él	49516
ésa	49515
ésas	49514
ése	49513
ésos	49512
ésta	49511
éstas	49510
éste	49509
éstos	49508
última	49507
últimas	49506
último	49505
últimos	49504
