# word	frequency
concluída	184400
pendente	184350
previsto	184300
prevista	184250
realizado	184200
realizada	184150
execução	184100
executado	184050
executada	184000
localização	183950
local	183900
locais	183850
fotografia	183800
fotografias	183750
medição	183700
medições	183650
quantidade	183600
quantidades	183550
unidade	183500
unidades	183450
comprimento	183400
largura	183350
altura	183300
área	183250
volume	183200
peso	183150
quilómetro	183100
quilómetros	183050
metro	183000
metros	182950
centímetro	182900
centímetros	182850
milímetro	182800
milímetros	182750
tonelada	182700
toneladas	182650
acerca	50000
ademais	49999
adeus	49998
agora	49997
ainda	49996
algo	49995
algumas	49994
alguns	49993
ali	49992
além	49991
ambas	49990
ambos	49989
antes	49988
ao	49987
aos	49986
apenas	49985
apoia	49984
apontar	49983
após	49982
aquela	49981
aquelas	49980
aquele	49979
aqueles	49978
aqui	49977
aquilo	49976
as	49975
assim	49974
através	49973
atrás	49972
até	49971
aí	49970
bastante	49969
bem	49968
breve	49967
cada	49966
caminho	49965
catorze	49964
cedo	49963
cento	49962
certamente	49961
certeza	49960
cinco	49959
coisa	49958
com	49957
como	49956
comprida	49955
comprido	49954
conhecida	49953
conhecido	49952
conselho	49951
contra	49950
contudo	49949
corrente	49948
cuja	49947
cujo	49946
custa	49945
cá	49944
da	49943
daquela	49942
daquele	49941
dar	49940
das	49939
de	49938
debaixo	49937
demais	49936
depois	49935
des	49934
desde	49933
dessa	49932
desse	49931
desta	49930
deste	49929
deve	49928
devem	49927
deverá	49926
dez	49925
dezanove	49924
dezasseis	49923
dezassete	49922
dezoito	49921
diante	49920
disso	49919
diz	49918
dizem	49917
dizer	49916
do	49915
dois	49914
dos	49913
doze	49912
duas	49911
dá	49910
dão	49909
ela	49908
elas	49907
ele	49906
eles	49905
em	49904
embora	49903
enquanto	49902
entre	49901
então	49900
era	49899
essa	49898
essas	49897
esse	49896
esses	49895
esta	49894
estar	49893
estará	49892
estas	49891
estava	49890
estes	49889
esteve	49888
estive	49887
estivemos	49886
estiveram	49885
estiveste	49884
estivestes	49883
estou	49882
está	49881
estás	49880
estão	49879
eu	49878
eventual	49877
exemplo	49876
falta	49875
fará	49874
faz	49873
fazeis	49872
fazem	49871
fazemos	49870
fazer	49869
fazes	49868
fazia	49867
faço	49866
fez	49865
fim	49864
final	49863
foi	49862
fomos	49861
for	49860
foram	49859
forma	49858
foste	49857
fostes	49856
fui	49855
geral	49854
grandes	49853
grupo	49852
inclusive	49851
iniciar	49850
inicio	49849
ir	49848
irá	49847
isso	49846
isto	49845
já	49844
lado	49843
lhe	49842
ligado	49841
logo	49840
longe	49839
lugar	49838
lá	49837
maioria	49836
maiorias	49835
mais	49834
mal	49833
mas	49832
me	49831
meio	49830
menos	49829
meses	49828
mesmo	49827
meu	49826
meus	49825
mil	49824
minha	49823
minhas	49822
muito	49821
muitos	49820
máximo	49819
na	49818
nada	49817
naquela	49816
naquele	49815
nas	49814
nem	49813
nenhuma	49812
nessa	49811
nesse	49810
nesta	49809
neste	49808
no	49807
nos	49806
nossa	49805
nossas	49804
nosso	49803
nossos	49802
novas	49801
nove	49800
novos	49799
num	49798
numa	49797
nunca	49796
nuns	49795
não	49794
nível	49793
nós	49792
número	49791
números	49790
oitava	49789
oitavo	49788
oito	49787
onde	49786
onze	49785
ora	49784
os	49783
ou	49782
outra	49781
outras	49780
outros	49779
para	49778
parece	49777
parte	49776
partir	49775
pegar	49774
pela	49773
pelas	49772
pelo	49771
pelos	49770
perto	49769
pode	49768
podem	49767
poder	49766
poderá	49765
podia	49764
pois	49763
ponto	49762
pontos	49761
por	49760
porquanto	49759
porque	49758
porquê	49757
portanto	49756
porém	49755
posição	49754
possivelmente	49753
posso	49752
pouca	49751
pouco	49750
povo	49749
primeira	49748
próprio	49747
próxima	49746
próximo	49745
puderam	49744
pôde	49743
põe	49742
põem	49741
quais	49740
qual	49739
qualquer	49738
quando	49737
quanto	49736
quarto	49735
quatro	49734
que	49733
quem	49732
quer	49731
querem	49730
quero	49729
questão	49728
quieta	49727
quieto	49726
quinto	49725
quinze	49724
quê	49723
relação	49722
sabe	49721
saber	49720
se	49719
sei	49718
seis	49717
sem	49716
sempre	49715
ser	49714
seria	49713
sete	49712
seu	49711
seus	49710
sexto	49709
sim	49708
sistema	49707
sob	49706
sobre	49705
sois	49704
somente	49703
somos	49702
sou	49701
sua	49700
suas	49699
são	49698
sétima	49697
sétimo	49696
só	49695
tais	49694
tal	49693
talvez	49692
também	49691
tanta	49690
tanto	49689
te	49688
tem	49687
temos	49686
tempo	49685
tendes	49684
tenho	49683
tens	49682
tentar	49681
tentaram	49680
tente	49679
tentei	49678
ter	49677
terceira	49676
teu	49675
teus	49674
teve	49673
tipo	49672
tive	49671
tivemos	49670
tiveram	49669
tiveste	49668
tivestes	49667
toda	49666
todas	49665
todo	49664
todos	49663
treze	49662
três	49661
tu	49660
tua	49659
tuas	49658
tudo	49657
tão	49656
têm	49655
um	49654
uma	49653
umas	49652
uns	49651
usa	49650
usar	49649
vai	49648
vais	49647
veja	49646
vem	49645
vens	49644
ver	49643
vez	49642
vezes	49641
vinda	49640
vindo	49639
vinte	49638
você	49637
vocês	49636
vos	49635
vossa	49634
vossas	49633
vosso	49632
vossos	49631
vários	49630
vão	49629
vêm	49628
vós	49627
zero	49626
às	49625
és	49624
último	49623
