# word	frequency
mir	49681
mit	49680
mittel	49679
mochte	49678
mochten	49677
muss	49676
musst	49675
musste	49674
mussten	49673
möchte	49671
mögen	49670
mögt	49669
müssen	49668
müsst	49667
na	49666
nach	49665
nachdem	49664
nahm	49663
natürlich	49662
neben	49661
nein	49660
neue	49659
neuen	49658
neun	49657
neunte	49656
neunten	49655
neunter	49654
neuntes	49653
nicht	49652
nichts	49651
nie	49650
niemand	49649
niemandem	49648
niemanden	49647
noch	49646
nun	49645
nur	49644
ob	49643
oder	49642
offen	49641
oft	49640
ohne	49639
recht	49638
rechte	49637
rechten	49636
rechter	49635
rechtes	49634
rund	49633
sagt	49632
sagte	49631
sah	49630
satt	49629
schlecht	49628
schon	49627
sechs	49626
sechste	49625
sechsten	49624
sechster	49623
sechstes	49622
sehr	49621
sei	49620
seid	49619
seien	49618
sein	49617
seine	49616
seinem	49615
seinen	49614
seiner	49613
seines	49612
seit	49611
seitdem	49610
selbst	49609
sich	49608
sie	49607
sieben	49606
siebente	49605
siebenten	49604
siebenter	49603
siebentes	49602
siebte	49601
siebten	49600
siebter	49599
siebtes	49598
sind	49597
so	49596
solang	49595
solche	49594
solchem	49593
solchen	49592
solcher	49591
solches	49590
soll	49589
sollen	49588
sollte	49587
sollten	49586
sondern	49585
sonst	49584
sowie	49583
später	49582
statt	49581
tage	49580
tagen	49579
tat	49578
teil	49577
tel	49576
trotzdem	49575
tun	49574
um	49573
und	49572
uns	49571
unser	49570
unsere	49569
unserer	49568
unter	49567
vergangene	49566
vergangenen	49565
viel	49564
viele	49563
vielem	49562
vielen	49561
vielleicht	49560
vier	49559
vierte	49558
vierten	49557
vierter	49556
viertes	49555
vom	49554
von	49553
vor	49552
wahr	49551
wann	49550
war	49549
waren	49548
wart	49547
warum	49546
was	49545
wegen	49544
weil	49543
weit	49542
weiter	49541
weitere	49540
weiteren	49539
weiteres	49538
welche	49537
welchem	49536
welchen	49535
welcher	49534
welches	49533
wem	49532
wen	49531
wenig	49530
wenige	49529
weniger	49528
weniges	49527
wenigstens	49526
wenn	49525
wer	49524
werde	49523
werden	49522
werdet	49521
wessen	49520
wie	49519
wieder	49518
will	49517
willst	49516
wir	49515
wird	49514
wirklich	49513
wirst	49512
wo	49511
wohl	49510
wollen	49509
wollt	49508
wollte	49507
wollten	49506
worden	49505
wurde	49504
wurden	49503
während	49502
währenddem	49501
währenddessen	49500
wäre	49499
würde	49498
würden	49497
zehn	49496
zehnte	49495
zehnten	49494
zehnter	49493
zehntes	49492
zeit	49491
zu	49490
zuerst	49489
zugleich	49488
zum	49487
zunächst	49486
zur	49485
zurück	49484
zusammen	49483
zwanzig	49482
zwar	49481
zwei	49480
zweite	49479
zweiten	49478
zweiter	49477
zweites	49476
zwischen	49475
über	49474
überhaupt	49473
übrigens	49472
This	2500
derived	2500
Version:	2500
Copyright	2500
License:	2500
There	2500
of	2500
GPL.	2500
GPL	2500
for	2500
Äbte	2500
Äbtissin	2500
Ächten	2500
Äcker	2500
Äderchen	2500
Äffchen	2500
Äffin	2500
Ägide	2500
Ägypten	2500
Ägypter	2500
Ähnlichkeit	2500
Ähre	2500
Ähren	2500
Ährenamt	2500
Ältesten	2500
Ämter	2500
Ändern	2500
Änderungs	2500
Ängste	2500
Ängstigen	2500
Ängstlichkeit	2500
Äon	2500
Äpfel	2500
Äquator	2500
Äquatorial	2500
Äquatorialafrika	2500
Äquivalents	2500
Äquivalenz	2500
Ära	2500
Ärger	2500
Ärgernis	2500
Ärmel	2500
Ärsche	2500
Ärzte	2500
Äste	2500
Ästhet	2500
Ästhetik	2500
Äthanol	2500
Äther	2500
Äthiopien	2500
Äthiopier	2500
Äthiopis	2500
Äthyl	2500
Ätna	2500
Ätzen	2500
Äugelchen	2500
Äußerlichkeit	2500
Äußern	2500
Äxte	2500
ABC	2500
ABM	2500
ACL	2500
ACLs	2500
ACPI	2500
ADAC	2500
ADSL	2500
AEG	2500
AGB	2500
AGP	2500
AGs	2500
AI	2500
AIX	2500
AKP	2500
AKW	2500
AKWs	2500
AMD	2500
ANSI	2500
AOK	2500
AOL	2500
API	2500
APIs	2500
ARD	2500
ASCII	2500
ASTA	2500
AT	2500
ATM	2500
Aachen	2500
Aachener	2500
Aal	2500
Aargau	2500
Aas	2500
Aasgeier	2500
Abändern	2500
Abänderungs	2500
Abakus	2500
Abarbeiten	2500
Abarbeitungs	2500
Abart	2500
Abb.	2500
Abbau	2500
Abbaubarkeit	2500
Abberufen	2500
Abbestellen	2500
Abbiegen	2500
Abbieger	2500
Abbild	2500
Abbildungs	2500
Abbinde	2500
Abbitte	2500
Abblas	2500
Abblend	2500
Abbrände	2500
Abbrand	2500
Abbrecher	2500
Abbrems	2500
Abbremsen	2500
Abbrenn	2500
Abbrüche	2500
Abbruch	2500
Abbuchen	2500
Abbuchungs	2500
Abdampf	2500
Abdanken	2500
Abdeck	2500
Abdecken	2500
Abdecker	2500
Abdeckerei	2500
Abdicht	2500
Abdichten	2500
Abdichtungs	2500
Abdominal	2500
Abdreh	2500
Abdrift	2500
Abdrosseln	2500
Abdrücke	2500
Abdruck	2500
Abduktions	2500
Abduktor	2500
Abduktoren	2500
Abdunkeln	2500
Abdunkelungs	2500
Abduzens	2500
Abel	2500
Abendmahl	2500
Abendmahls	2500
Abendmal	2500
Abendröte	2500
Abendrot	2500
Abenteuer	2500
Abenteurer	2500
Aberglaube	2500
Aberglauben	2500
Aberkennen	2500
Aberwitz	2500
Abessinien	2500
Abessinienkrieg	2500
Abeter	2500
Abfahrt	2500
Abfahrts	2500
Abfall	2500
Abfang	2500
Abfassen	2500
Abfertigen	2500
Abfertigungs	2500
Abfinden	2500
Abfindungs	2500
Abflachen	2500
Abflug	2500
Abfluss	2500
Abfördermenge	2500
Abfolge	2500
Abforsten	2500
Abfrage	2500
Abführ	2500
Abführen	2500
Abfüll	2500
Abfüllen	2500
Abfuhr	2500
Abgabe	2500
Abgaben	2500
Abgabeordnung	2500
Abgang	2500
Abgangs	2500
Abgas	2500
Abgebrühtheit	2500
Abgeklärtheit	2500
Abgelegenheit	2500
Abgelten	2500
Abgeordnete	2500
Abgeordneten	2500
Abgeordneter	2500
Abgeschiedenheit	2500
Abgeschlossenheit	2500
Abgeschlossenheits	2500
Abgespanntheit	2500
Abglanz	2500
Abgleich	2500
Abgötter	2500
Abgott	2500
Abgrenzen	2500
Abgrenzungs	2500
Abgriff	2500
Abgriffspannung	2500
Abgründe	2500
Abgrund	2500
Abguss	2500
Abhänge	2500
Abhängigkeit	2500
Abhängigkeits	2500
Abhärten	2500
Abhäute	2500
Abhandeln	2500
Abhandenkommen	2500
Abhang	2500
Abhebe	2500
Abheben	2500
Abhilfe	2500
Abhitze	2500
Abhör	2500
Abhören	2500
Abhörer	2500
Abhol	2500
Abholen	2500
Abholzen	2500
Abi	2500
Abisolier	2500
Abitur	2500
Abiturient	2500
Abiturienten	2500
Abk.	2500
Abkant	2500
Abkapseln	2500
Abkehr	2500
Abklären	2500
Abklatsch	2500
Abkling	2500
Abkömmling	2500
Abkocher	2500
Abkommen	2500
Abkoppeln	2500
Abkühlen	2500
Abkühlungs	2500
Abkürzen	2500
Abkürzungs	2500
Abkunft	2500
Ablade	2500
Abladen	2500
Ablader	2500
Abladungs	2500
Ablage	2500
Ablagern	2500
Ablagerungs	2500
Ablass	2500
Ablativ	2500
Ablauf	2500
Ablaut	2500
Ableben	2500
Ablege	2500
Ablegen	2500
Ableger	2500
Ablehnen	2500
Ablehnungs	2500
Ableisten	2500
Ableit	2500
Ableiten	2500
Ableiter	2500
Ableitungs	2500
Ablenk	2500
Ablenkbarkeit	2500
Ablenken	2500
Ablenkungs	2500
Ablese	2500
Ablesen	2500
Ablichten	2500
Abliefern	2500
Ablieferungs	2500
Ablöse	2500
Ablösen	2500
Ablösungs	2500
Abluft	2500
Abmärsche	2500
Abmachen	2500
Abmagern	2500
Abmagerungs	2500
Abmahnen	2500
Abmahner	2500
Abmahnwelle	2500
Abmarsch	2500
Abmelde	2500
Abmelden	2500
Abmessen	2500
Abmildern	2500
Abmischen	2500
Abnahme	2500
Abnehmer	2500
Abneigen	2500
Abnormalität	2500
Abnormität	2500
Abnützen	2500
Abnutzen	2500
Abnutzungs	2500
Abo	2500
Abonnement	2500
Abonnements	2500
Abonnent	2500
Abonnenten	2500
Abordnen	2500
Abort	2500
Abortus	2500
Abpack	2500
Abplatten	2500
Abprall	2500
Abraham	2500
Abraum	2500
Abraumhalde	2500
Abrechnen	2500
Abrechnungs	2500
Abrede	2500
Abreiben	2500
Abreiß	2500
Abreise	2500
Abricht	2500
Abrichten	2500
Abrieb	2500
Abriegeln	2500
Abriss	2500
Abroll	2500
Abrüsten	2500
Abrüstungs	2500
Abruf	2500
Abrunden	2500
Abs.	2500
Absätze	2500
Absacker	2500
Absage	2500
Absahner	2500
Absatz	2500
Absaug	2500
Abschätzen	2500
Abschaffen	2500
Abschalt	2500
Abschalten	2500
Abschaum	2500
Abscheiden	2500
Abscheider	2500
Abscheu	2500
Abscheulichkeit	2500
Abschiebe	2500
Abschieben	2500
Abschiebungs	2500
Abschied	2500
Abschieds	2500
Abschirm	2500
Abschirmen	2500
Abschläge	2500
Abschlachten	2500
Abschlag	2500
Abschlags	2500
Abschlepp	2500
Abschluss	2500
Abschmier	2500
Abschmiernippel	2500
Abschmink	2500
Abschneid	2500
Abschneide	2500
Abschneiden	2500
Abschneider	2500
Abschnitt	2500
Abschnitts	2500
Abschnüren	2500
Abschöpfen	2500
Abschott	2500
Abschotten	2500
Abschottungs	2500
Abschreck	2500
Abschrecken	2500
Abschreckungs	2500
Abschreibe	2500
Abschreiben	2500
Abschreiber	2500
Abschreibungs	2500
Abschrift	2500
Abschürfen	2500
Abschuss	2500
Abschwächen	2500
Abschwächungs	2500
Abschweifen	2500
Abschwitzdecke	2500
Abschwung	2500
Absegnen	2500
Abseits	2500
Absenden	2500
Absender	2500
Absenken	2500
Abservieren	2500
Absetz	2500
Absetzen	2500
Absetzungs	2500
Absichern	2500
Absicherungs	2500
Absicht	2500
Absichtlichkeit	2500
Absichts	2500
Absinken	2500
Absolut	2500
Absolutheit	2500
Absolutheitsanspruch	2500
Absolutismus	2500
Absolvent	2500
Absolvieren	2500
Absondern	2500
Absonderungs	2500
Absorbens	2500
Absorbenzien	2500
Absorbier	2500
Absorption	2500
Absorptions	2500
Abspalten	2500
Abspann	2500
Abspeichern	2500
Absperr	2500
Absperren	2500
Abspiel	2500
Abspieler	2500
Absprache	2500
Absprengungs	2500
Absprünge	2500
Absprung	2500
Abspül	2500
Abspulen	2500
Abstände	2500
Abstammen	2500
Abstammungs	2500
Abstand	2500
Abstands	2500
Abstecher	2500
Absteiger	2500
Abstell	2500
Abstellen	2500
Abstieg	2500
Abstiegs	2500
Abstimm	2500
Abstimmen	2500
Abstimmungs	2500
Abstinenz	2500
Abstoß	2500
Abstoßungs	2500
Abstrahl	2500
Abstrahlen	2500
Abstraktion	2500
Abstraktions	2500
Abstraktum	2500
Abstreifer	2500
Abstrich	2500
Abstürze	2500
Abstützen	2500
Abstufen	2500
Absturz	2500
Absud	2500
Absurdität	2500
Abszess	2500
Abszisse	2500
Abszissen	2500
Abt	2500
Abtast	2500
Abtasten	2500
Abtauchen	2500
Abtei	2500
Abteil	2500
Abteilungs	2500
Abtöten	2500
Abtragen	2500
Abtransport	2500
Abtreiben	2500
Abtreibungs	2500
Abtrenn	2500
Abtrennen	2500
Abtreten	2500
Abtreter	2500
Abtretungs	2500
Abtrieb	2500
Abtritt	2500
Abtropf	2500
Abtrünnigkeit	2500
Aburteilen	2500
Abverkauf	2500
Abwägen	2500
Abwägungs	2500
Abwälzen	2500
Abwärme	2500
Abwärts	2500
Abwässer	2500
Abwahl	2500
Abwandeln	2500
Abwandelung	2500
Abwandern	2500
Abwanderungs	2500
Abwasch	2500
Abwasser	2500
Abwechseln	2500
Abweg	2500
Abwehr	2500
Abweichen	2500
Abweichler	2500
Abweisen	2500
Abwenden	2500
Abwerben	2500
Abwerten	2500
Abwertungs	2500
Abwesenheit	2500
Abwesenheits	2500
Abwickel	2500
Abwickeln	2500
Abwicklungs	2500
Abwind	2500
Abwrack	2500
Abwrackgelände	2500
Abwürfe	2500
Abwurf	2500
Abzähl	2500
Abzählbarkeit	2500
Abzahlen	2500
Abzahlungs	2500
Abzehren	2500
Abzeichen	2500
Abzieh	2500
Abzieher	2500
Abzug	2500
Abzugs	2500
Abzweig	2500
Abzweigen	2500
Access	2500
Accessoire	2500
Account	2500
Accounting	2500
Acer	2500
Aceton	2500
Achilles	2500
Achim	2500
Achs	2500
Achse	2500
Achsel	2500
Achsen	2500
Achtbarkeit	2500
Achteck	2500
Achtelfinale	2500
Achterbahn	2500
Achtklässler	2500
Achtlosigkeit	2500
Achtsamkeit	2500
Achtungs	2500
Achtzigerjahre	2500
Acidum	2500
Acker	2500
Ackermann	2500
Acryl	2500
Action	2500
Adäquatheit	2500
Ada	2500
Adam	2500
Adamek	2500
Adams	2500
Adamsapfel	2500
Adaptations	2500
Adaptec	2500
Adapter	2500
Adaptieren	2500
Adaption	2500
Adaptions	2500
Addier	2500
Addition	2500
Additions	2500
Additiv	2500
Adduktions	2500
Adduktorenzerrung	2500
Adebar	2500
Adel	2500
Adeln	2500
Adels	2500
Adenauer	2500
Ader	2500
Aderlass	2500
Adhäsion	2500
Adhäsions	2500
Adiabat	2500
Adidas	2500
Adipositas	2500
Adjektiv	2500
Adjunktion	2500
Adjutant	2500
Adler	2500
Administration	2500
Administrations	2500
Administrator	2500
Admiral	2500
Admiralität	2500
Admirals	2500
Adobe	2500
Adoleszent	2500
Adoleszenten	2500
Adoleszenz	2500
Adolf	2500
Adolph	2500
Adonis	2500
Adoption	2500
Adoptions	2500
Adoptiv	2500
Adorno	2500
Adrenalin	2500
Adress	2500
Adressat	2500
Adressbit	2500
Adressen	2500
Adressieren	2500
Adressierungsart	2500
Adressoffset	2500
Adria	2500
Adrian	2500
Adrianopel	2500
Adsorbens	2500
Adsorbentia	2500
Adsorbenzien	2500
Adsorption	2500
Adsorptions	2500
Advent	2500
Advents	2500
Adventssonntag	2500
Adverb	2500
Adverbien	2500
Advokat	2500
Aerodynamik	2500
Aerodynamiker	2500
Aeronautik	2500
Aerosol	2500
Aerostatik	2500
AfA	2500
AfD	2500
Affäre	2500
Affe	2500
Affekt	2500
Affektiertheit	2500
Affektion	2500
Affektivität	2500
Affen	2500
Affenfleisch	2500
Afferenz	2500
Affinität	2500
Affirmation	2500
Affront	2500
Afghane	2500
Afghanistan	2500
Afrika	2500
Afrikaner	2500
Afroamerikaner	2500
Afrolook	2500
After	2500
Aftershave	2500
Agadir	2500
Agave	2500
Agenda	2500
Agende	2500
Agent	2500
Agenten	2500
Agentur	2500
Agfa	2500
Agglomeration	2500
Agglutination	2500
Agglutinations	2500
Aggregat	2500
Aggregation	2500
Aggregations	2500
Aggregatzustände	2500
Aggregatzustand	2500
Aggression	2500
Aggressions	2500
Aggressivität	2500
Aggressor	2500
Agilität	2500
Agio	2500
Agitation	2500
Agitations	2500
Agitator	2500
Agnostiker	2500
Agonie	2500
Agrar	2500
Agrarparteiler	2500
Agronom	2500
Ahle	2500
Ahnden	2500
Ahnen	2500
Ahnfrau	2500
Ahnherr	2500
Ahnungslosigkeit	2500
Ahorn	2500
Aids	2500
Airbag	2500
Airbrush	2500
Airbus	2500
Airline	2500
Ajatollah	2500
Akaba	2500
Akademie	2500
Akademiker	2500
Akazie	2500
Akazienart	2500
Akklamation	2500
Akklimatisation	2500
Akklimatisieren	2500
Akkolade	2500
Akkommodation	2500
Akkommodations	2500
Akkord	2500
Akkordeon	2500
Akkreditieren	2500
Akkreditierungs	2500
Akkreditiv	2500
Akku	2500
Akkumulation	2500
Akkumulator	2500
Akkumulatorenbatterie	2500
Akkuratesse	2500
Akkusativ	2500
Akkusativobjekt	2500
Akne	2500
Akontozahlung	2500
Akquise	2500
Akquisiteur	2500
Akquisition	2500
Akquisitions	2500
Akribie	2500
Akrobat	2500
Akrobaten	2500
Akrobatik	2500
Akronym	2500
Akropolis	2500
Akt	2500
Aktant	2500
Akten	2500
Akteur	2500
Aktie	2500
Aktien	2500
Aktienbesitz	2500
Aktiensplit	2500
Aktion	2500
Aktionär	2500
Aktionärs	2500
Aktionismus	2500
Aktions	2500
Aktiv	2500
Aktiva	2500
Aktivierungs	2500
Aktivist	2500
Aktivisten	2500
Aktivität	2500
Aktivitäts	2500
Aktivsein	2500
Aktor	2500
Aktstudie	2500
Aktualisieren	2500
Aktualisierungs	2500
Aktualität	2500
Aktuar	2500
Akupressur	2500
Akupunktur	2500
Akustik	2500
Akzeleration	2500
Akzent	2500
Akzentuieren	2500
Akzept	2500
Akzeptanz	2500
Akzidenz	2500
Alabama	2500
Alabaster	2500
Aladin	2500
Alarm	2500
Alarmieren	2500
Alarmierungs	2500
Alarmklingel	2500
Alaska	2500
Alaskastraße	2500
Alb	2500
Alba	2500
Albaner	2500
Albanien	2500
Albatros	2500
Albdruck	2500
Alben	2500
Albernheit	2500
Albert	2500
Albinismus	2500
Albino	2500
Albion	2500
Albrecht	2500
Albtraum	2500
Album	2500
Alcatel	2500
Alchemie	2500
Alchemist	2500
Alchimie	2500
Aldi	2500
Alemanne	2500
Alembert	2500
Aleppo	2500
Alex	2500
Alexander	2500
Alexanderplatz	2500
Alexanderschlacht	2500
Alexandra	2500
Alexandria	2500
Alf	2500
Alfa	2500
Alfons	2500
Alfred	2500
Alge	2500
Algebra	2500
Algebraisieren	2500
Algebren	2500
Algen	2500
Algerien	2500
Algerier	2500
Algier	2500
Algorithmen	2500
Algorithmenfamilie	2500
Algorithmentheorie	2500
Algorithmisierbarkeit	2500
Algorithmus	2500
Alias	2500
Alibi	2500
Alice	2500
Alimente	2500
Alkali	2500
Alkohol	2500
Alkoholika	2500
Alkoholiker	2500
Alkoholismus	2500
Alkoven	2500
All	2500
Allah	2500
Allee	2500
Allegorie	2500
Alleinbesitz	2500
Alleinvertretungsanbefugnis	2500
Allergie	2500
Allergiker	2500
Allerheiligen	2500
Allerwelts	2500
Allesfresser	2500
Alleskönner	2500
Allg.	2500
Allgäu	2500
Allgegenwart	2500
Allgemein	2500
Allgemeinheit	2500
Allheilmittel	2500
Allianz	2500
Alligator	2500
Alliierten	2500
Alliteration	2500
Allmacht	2500
Allquantifizierung	2500
Allquantor	2500
Allrad	2500
Allround	2500
Alltäglichkeit	2500
Alltag	2500
Alltags	2500
Allwetter	2500
Allwissenheit	2500
Allzeithoch	2500
Allzeittief	2500
Allzuständigkeit	2500
Allzweck	2500
Alm	2500
Almanach	2500
Almosen	2500
Alp	2500
Alpdruck	2500
Alpen	2500
Alpencup	2500
Alpenglühen	2500
Alpha	2500
Alphabet	2500
Alpinist	2500
Alptraum	2500
Alster	2500
Altäre	2500
Altamerikaner	2500
Altamira	2500
Altar	2500
Altbayern	2500
Alten	2500
Altenholz	2500
Alter	2500
Altern	2500
Alternativ	2500
Alternative	2500
Alters	2500
Altertum	2500
Altertums	2500
Alterungs	2500
Altimeter	2500
Altlast	2500
Altmaterial	2500
Altöl	2500
Altona	2500
Alu	2500
Aluminium	2500
Alzheimer	2500
Amadeus	2500
Amalgam	2500
Amaretto	2500
Amateur	2500
Amazon	2500
Amazonas	2500
Amazone	2500
Ambiente	2500
Ambiguität	2500
Ambition	2500
Ambivalenz	2500
Amboss	2500
Ambulanz	2500
Ameise	2500
Ameisen	2500
Amerika	2500
Amerikaner	2500
Amerikanertums	2500
Amerikanismen	2500
Amerikanismus	2500
Ami	2500
Aminosäure	2500
Amme	2500
Ammen	2500
Ammoniak	2500
Ammonit	2500
Ammonium	2500
Amnesie	2500
Amnestie	2500
Amnestievorlage	2500
Amnesty	2500
Amok	2500
Amor	2500
Amortisation	2500
Ampel	2500
Ampere	2500
Amphetamin	2500
Amphibie	2500
Amphibien	2500
