# word	frequency
urgente	188550
disponibile	188500
possibile	188450
necessario	188400
grazie	188350
prego	188300
buongiorno	188250
buonasera	188200
signore	188150
signora	188100
ingegnere	188050
informazione	188000
informazioni	187950
stato	187900
finire	187850
finito	187800
pendente	187750
previsto	187700
completato	187650
posizione	187600
foto	187550
fotografie	187500
misura	187450
misure	187400
quantità	187350
unità	187300
lunghezza	187250
larghezza	187200
altezza	187150
area	187100
volume	187050
peso	187000
chilometro	186950
chilometri	186900
metro	186850
metri	186800
centimetro	186750
centimetri	186700
millimetro	186650
millimetri	186600
tonnellata	186550
tonnellate	186500
abbastanza	50000
abbia	49999
abbiamo	49998
abbiano	49997
abbiate	49996
accidenti	49995
ad	49994
adesso	49993
affinche	49992
agl	49991
agli	49990
ahime	49989
ahimè	49988
ai	49987
al	49986
alcuna	49985
alcuni	49984
alcuno	49983
all	49982
alla	49981
alle	49980
allo	49979
allora	49978
altri	49977
altrimenti	49976
altro	49975
altrove	49974
altrui	49973
anche	49972
ancora	49971
anni	49970
ansa	49969
anticipo	49968
assai	49967
attesa	49966
attraverso	49965
avanti	49964
avemmo	49963
avendo	49962
avente	49961
aver	49960
avere	49959
averlo	49958
avesse	49957
avessero	49956
avessi	49955
avessimo	49954
aveste	49953
avesti	49952
avete	49951
aveva	49950
avevamo	49949
avevano	49948
avevate	49947
avevi	49946
avevo	49945
avrai	49944
avranno	49943
avrebbe	49942
avrebbero	49941
avrei	49940
avremmo	49939
avremo	49938
avreste	49937
avresti	49936
avrete	49935
avrà	49934
avrò	49933
avuta	49932
avute	49931
avuti	49930
avuto	49929
basta	49928
bene	49927
benissimo	49926
brava	49925
bravo	49924
c'	49923
caso	49922
cento	49921
certa	49920
certe	49919
certi	49918
certo	49917
che	49916
chi	49915
chicchessia	49914
chiunque	49913
ci	49912
ciascuna	49911
ciascuno	49910
cima	49909
cio	49908
cioe	49907
circa	49906
citta	49905
città	49904
co	49903
codesta	49902
codesti	49901
codesto	49900
cogli	49899
coi	49898
col	49897
colei	49896
coll	49895
coloro	49894
colui	49893
come	49892
cominci	49891
comunque	49890
con	49889
concernente	49888
conciliarsi	49887
conclusione	49886
consiglio	49885
contro	49884
cortesia	49883
cos	49882
cosa	49881
cosi	49880
così	49879
cui	49878
d'	49877
da	49876
dagl	49875
dagli	49874
dai	49873
dal	49872
dall	49871
dall'	49870
dalla	49869
dalle	49868
dallo	49867
dappertutto	49866
davanti	49865
degl	49864
degli	49863
dei	49862
del	49861
dell	49860
dell'	49859
della	49858
delle	49857
dello	49856
detto	49855
deve	49854
di	49853
dice	49852
dietro	49851
dire	49850
dirimpetto	49849
diventa	49848
diventare	49847
diventato	49846
dopo	49845
dov	49844
dove	49843
dovra	49842
dovrà	49841
dovunque	49840
due	49839
dunque	49838
durante	49837
ebbe	49836
ebbero	49835
ebbi	49834
ecc	49833
ecco	49832
ed	49831
effettivamente	49830
egli	49829
ella	49828
entrambi	49827
eppure	49826
era	49825
erano	49824
eravamo	49823
eravate	49822
eri	49821
ero	49820
esempio	49819
esse	49818
essendo	49817
esser	49816
essere	49815
essi	49814
ex	49813
fa	49812
faccia	49811
facciamo	49810
facciano	49809
facciate	49808
faccio	49807
facemmo	49806
facendo	49805
facesse	49804
facessero	49803
facessi	49802
facessimo	49801
faceste	49800
facesti	49799
faceva	49798
facevamo	49797
facevano	49796
facevate	49795
facevi	49794
facevo	49793
fai	49792
fanno	49791
farai	49790
faranno	49789
fare	49788
farebbe	49787
farebbero	49786
farei	49785
faremmo	49784
faremo	49783
fareste	49782
faresti	49781
farete	49780
farà	49779
farò	49778
fatto	49777
favore	49776
fece	49775
fecero	49774
feci	49773
fin	49772
finalmente	49771
finche	49770
fine	49769
fino	49768
forse	49767
fosse	49766
fossero	49765
fossi	49764
fossimo	49763
foste	49762
fosti	49761
fra	49760
frattempo	49759
fu	49758
fui	49757
fummo	49756
furono	49755
futuro	49754
generale	49753
gia	49752
giacche	49751
giorni	49750
giorno	49749
già	49748
gl'	49747
gli	49746
gliela	49745
gliele	49744
glieli	49743
glielo	49742
gliene	49741
governo	49740
gruppo	49739
ha	49738
haha	49737
hai	49736
hanno	49735
ho	49734
il	49733
improvviso	49732
in	49731
inc	49730
infatti	49729
inoltre	49728
insieme	49727
intanto	49726
intorno	49725
invece	49724
io	49723
l'	49722
la	49721
lasciato	49720
lato	49719
le	49718
lei	49717
li	49716
lo	49715
lontano	49714
loro	49713
lui	49712
lungo	49711
luogo	49710
là	49709
m'	49708
ma	49707
macche	49706
magari	49705
maggior	49704
mai	49703
male	49702
malgrado	49701
malissimo	49700
mancanza	49699
marche	49698
me	49697
medesimo	49696
mediante	49695
meglio	49694
meno	49693
mentre	49692
mesi	49691
mezzo	49690
mi	49689
mia	49688
mie	49687
miei	49686
mila	49685
miliardi	49684
milioni	49683
minimi	49682
ministro	49681
mio	49680
modo	49679
molti	49678
moltissimo	49677
molto	49676
mondo	49675
mosto	49674
nazionale	49673
ne	49672
negl	49671
negli	49670
nei	49669
nel	49668
nell	49667
nella	49666
nelle	49665
nello	49664
nemmeno	49663
neppure	49662
nessun	49661
nessun'	49660
nessuna	49659
nessuno	49658
nient'	49657
niente	49656
no	49655
noi	49654
non	49653
nondimeno	49652
nonostante	49651
nonsia	49650
nostra	49649
nostre	49648
nostri	49647
nostro	49646
novanta	49645
nove	49644
nulla	49643
od	49642
ogni	49641
ognuna	49640
ognuno	49639
oltre	49638
oppure	49637
ore	49636
osi	49635
ossia	49634
ottanta	49633
otto	49632
paese	49631
parecchi	49630
parecchie	49629
parecchio	49628
parte	49627
partendo	49626
peccato	49625
peggio	49624
per	49623
perche	49622
perché	49621
percio	49620
perciò	49619
perfino	49618
pero	49617
persino	49616
persone	49615
però	49614
piedi	49613
pieno	49612
piglia	49611
piu	49610
piuttosto	49609
più	49608
po	49607
pochissimo	49606
poco	49605
poi	49604
poiche	49603
possa	49602
possedere	49601
posteriore	49600
posto	49599
potrebbe	49598
preferibilmente	49597
presa	49596
press	49595
prima	49594
principalmente	49593
probabilmente	49592
proprio	49591
puo	49590
pure	49589
purtroppo	49588
può	49587
qualche	49586
qualcosa	49585
qualcuna	49584
qualcuno	49583
quale	49582
quali	49581
qualunque	49580
quando	49579
quanta	49578
quante	49577
quanti	49576
quanto	49575
quantunque	49574
quasi	49573
quattro	49572
quel	49571
quel'	49570
quella	49569
quelle	49568
quelli	49567
quello	49566
quest	49565
quest'	49564
questa	49563
queste	49562
questi	49561
questo	49560
qui	49559
quindi	49558
realmente	49557
recente	49556
recentemente	49555
registrazione	49554
relativo	49553
riecco	49552
s'	49551
salvo	49550
sara	49549
sarai	49548
saranno	49547
sarebbe	49546
sarebbero	49545
sarei	49544
saremmo	49543
saremo	49542
sareste	49541
saresti	49540
sarete	49539
saro	49538
sarà	49537
sarò	49536
scola	49535
scopo	49534
scorso	49533
se	49532
seguente	49531
seguito	49530
sei	49529
sembra	49528
sembrare	49527
sembrato	49526
sembri	49525
sempre	49524
senza	49523
sette	49522
si	49521
sia	49520
siamo	49519
siano	49518
siate	49517
siete	49516
sig	49515
solito	49514
solo	49513
soltanto	49512
sono	49511
sopra	49510
sotto	49509
spesso	49508
srl	49507
sta	49506
stai	49505
stando	49504
stanno	49503
starai	49502
staranno	49501
starebbe	49500
starebbero	49499
starei	49498
staremmo	49497
staremo	49496
stareste	49495
staresti	49494
starete	49493
starà	49492
starò	49491
stata	49490
state	49489
stati	49488
stava	49487
stavamo	49486
stavano	49485
stavate	49484
stavi	49483
stavo	49482
stemmo	49481
stessa	49480
stesse	49479
stessero	49478
stessi	49477
stessimo	49476
stesso	49475
steste	49474
stesti	49473
stette	49472
stettero	49471
stetti	49470
stia	49469
stiamo	49468
stiano	49467
stiate	49466
sto	49465
su	49464
sua	49463
subito	49462
successivamente	49461
successivo	49460
sue	49459
sugl	49458
sugli	49457
sui	49456
sul	49455
sull	49454
sulla	49453
sulle	49452
sullo	49451
suo	49450
suoi	49449
t'	49448
tale	49447
tali	49446
talvolta	49445
tanto	49444
te	49443
tempo	49442
ti	49441
titolo	49440
tra	49439
tranne	49438
tre	49437
trenta	49436
troppo	49435
trovato	49434
tu	49433
tua	49432
tue	49431
tuo	49430
tuoi	49429
tutta	49428
tuttavia	49427
tutte	49426
tutti	49425
tutto	49424
uguali	49423
ulteriore	49422
ultimo	49421
un	49420
un'	49419
una	49418
uno	49417
uomo	49416
v'	49415
va	49414
vale	49413
vari	49412
varia	49411
varie	49410
vario	49409
verso	49408
vi	49407
via	49406
vicino	49405
visto	49404
vita	49403
voi	49402
volta	49401
volte	49400
vostra	49399
vostre	49398
vostri	49397
vostro	49396
